gene_callers_id	source	accession	function	e_value
AMXMAG_0088___2783	Pfam	PF08445.14	FR47-like protein	4.9e-07
AMXMAG_0088___3319	Pfam	PF03959.17	Serine hydrolase (FSH1)	1e-06
AMXMAG_0088___2666	Pfam	PF02687.25	FtsX-like permease family	2.5e-19
AMXMAG_0088___2665	Pfam	PF02687.25	FtsX-like permease family	7.7e-19
AMXMAG_0088___2539	Pfam	PF02687.25	FtsX-like permease family	2e-16
AMXMAG_0088___2537	Pfam	PF02687.25	FtsX-like permease family	8.8e-16
AMXMAG_0088___2328	Pfam	PF02687.25	FtsX-like permease family	5.7e-14
AMXMAG_0088___2538	Pfam	PF02687.25	FtsX-like permease family	1.4e-12
AMXMAG_0088___3000	Pfam	PF03630.18	Fumble 	1.3e-31
AMXMAG_0088___2994	Pfam	PF05681.18	Fumarate hydratase (Fumerase)	1.6e-72
AMXMAG_0088___2993	Pfam	PF05683.16	Fumarase C-terminus	3.7e-46
AMXMAG_0088___3425	Pfam	PF01475.23	Ferric uptake regulator family	3.1e-25
AMXMAG_0088___2973	Pfam	PF02938.18	GAD domain	1.5e-17
AMXMAG_0088___2335	Pfam	PF01590.30	GAF domain	1.2e-18
AMXMAG_0088___3403	Pfam	PF01590.30	GAF domain	3.8e-10
AMXMAG_0088___2352	Pfam	PF01590.30	GAF domain	4.5e-08
AMXMAG_0088___2939	Pfam	PF01590.30	GAF domain	9.4e-07
AMXMAG_0088___3399	Pfam	PF01590.30	GAF domain	9.6e-07
AMXMAG_0088___2335	Pfam	PF13185.10	GAF domain	3.9e-20
AMXMAG_0088___3403	Pfam	PF13185.10	GAF domain	9.5e-18
AMXMAG_0088___3399	Pfam	PF13185.10	GAF domain	1.1e-15
AMXMAG_0088___2939	Pfam	PF13185.10	GAF domain	7.7e-08
AMXMAG_0088___2335	Pfam	PF13492.10	GAF domain	1.3e-09
AMXMAG_0088___3399	Pfam	PF13492.10	GAF domain	1.4e-07
AMXMAG_0088___2833	Pfam	PF00117.32	Glutamine amidotransferase class-I	4.4e-57
AMXMAG_0088___2329	Pfam	PF00117.32	Glutamine amidotransferase class-I	1.3e-50
AMXMAG_0088___2883	Pfam	PF00117.32	Glutamine amidotransferase class-I	1.5e-42
AMXMAG_0088___2829	Pfam	PF00117.32	Glutamine amidotransferase class-I	8.6e-18
AMXMAG_0088___3382	Pfam	PF13537.10	Glutamine amidotransferase domain	2.3e-08
AMXMAG_0088___2463	Pfam	PF02686.19	Glu-tRNAGln amidotransferase C subunit	1.1e-08
AMXMAG_0088___3136	Pfam	PF07670.18	Nucleoside recognition	8.6e-39
AMXMAG_0088___2431	Pfam	PF01571.25	Aminomethyltransferase folate-binding domain	1e-31
AMXMAG_0088___2431	Pfam	PF08669.15	Glycine cleavage T-protein C-terminal barrel domain	2.5e-14
AMXMAG_0088___3336	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	3.2e-86
AMXMAG_0088___3339	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	1.2e-54
AMXMAG_0088___2354	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	2e-45
AMXMAG_0088___2900	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	5.2e-21
AMXMAG_0088___3365	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	6.7e-17
AMXMAG_0088___2313	Pfam	PF16363.9	GDP-mannose 4,6 dehydratase	2e-08
AMXMAG_0088___2476	Pfam	PF00196.23	Bacterial regulatory proteins, luxR family	3.9e-19
AMXMAG_0088___2626	Pfam	PF00196.23	Bacterial regulatory proteins, luxR family	4.8e-17
AMXMAG_0088___3127	Pfam	PF00196.23	Bacterial regulatory proteins, luxR family	7.2e-15
AMXMAG_0088___3032	Pfam	PF00196.23	Bacterial regulatory proteins, luxR family	9.1e-14
AMXMAG_0088___3342	Pfam	PF01408.26	Oxidoreductase family, NAD-binding Rossmann fold	2.8e-17
AMXMAG_0088___3342	Pfam	PF02894.21	Oxidoreductase family, C-terminal alpha/beta domain	1.1e-13
AMXMAG_0088___2352	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	2.3e-46
AMXMAG_0088___3411	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	2.3e-41
AMXMAG_0088___2741	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	1.1e-39
AMXMAG_0088___2637	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	5e-34
AMXMAG_0088___3401	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	1.6e-31
AMXMAG_0088___3400	Pfam	PF00990.25	Diguanylate cyclase, GGDEF domain	7.6e-15
AMXMAG_0088___2445	Pfam	PF08544.17	GHMP kinases C terminal 	5.5e-13
AMXMAG_0088___2445	Pfam	PF00288.30	GHMP kinases N terminal domain	6.2e-14
AMXMAG_0088___2505	Pfam	PF01134.26	Glucose inhibited division protein A	9.1e-07
AMXMAG_0088___2749	Pfam	PF09136.14	Glucodextranase, domain B	2e-42
AMXMAG_0088___3426	Pfam	PF04960.19	Glutaminase	5.1e-108
AMXMAG_0088___3352	Pfam	PF00534.24	Glycosyl transferases group 1	9e-42
AMXMAG_0088___2405	Pfam	PF00534.24	Glycosyl transferases group 1	1.1e-31
AMXMAG_0088___2684	Pfam	PF00534.24	Glycosyl transferases group 1	9.8e-30
AMXMAG_0088___2685	Pfam	PF00534.24	Glycosyl transferases group 1	1.2e-26
AMXMAG_0088___2683	Pfam	PF00534.24	Glycosyl transferases group 1	2.7e-25
AMXMAG_0088___3354	Pfam	PF00534.24	Glycosyl transferases group 1	2e-24
AMXMAG_0088___3280	Pfam	PF00534.24	Glycosyl transferases group 1	3.2e-23
AMXMAG_0088___3281	Pfam	PF00534.24	Glycosyl transferases group 1	8e-23
AMXMAG_0088___3357	Pfam	PF00534.24	Glycosyl transferases group 1	3.2e-14
AMXMAG_0088___2391	Pfam	PF00535.30	Glycosyl transferase family 2	6.7e-31
AMXMAG_0088___3274	Pfam	PF00535.30	Glycosyl transferase family 2	1.3e-26
AMXMAG_0088___3345	Pfam	PF00535.30	Glycosyl transferase family 2	2.2e-24
AMXMAG_0088___2834	Pfam	PF00591.25	Glycosyl transferase family, a/b domain	4.4e-85
AMXMAG_0088___3115	Pfam	PF00953.25	Glycosyl transferase family 4	1.5e-34
AMXMAG_0088___2834	Pfam	PF02885.21	Glycosyl transferase family, helical bundle domain	7.5e-13
AMXMAG_0088___2780	Pfam	PF00933.25	Glycosyl hydrolase family 3 N terminal domain	1.3e-39
AMXMAG_0088___2615	Pfam	PF03200.20	Glycosyl hydrolase family 63 C-terminal domain	7e-11
AMXMAG_0088___3345	Pfam	PF10111.13	Glycosyltransferase like family 2	2.6e-10
AMXMAG_0088___3345	Pfam	PF13641.10	Glycosyltransferase like family 2	2.8e-16
AMXMAG_0088___2391	Pfam	PF13641.10	Glycosyltransferase like family 2	2.8e-08
AMXMAG_0088___3274	Pfam	PF13641.10	Glycosyltransferase like family 2	1.2e-07
AMXMAG_0088___3114	Pfam	PF03033.24	Glycosyltransferase family 28 N-terminal domain	3e-31
AMXMAG_0088___2405	Pfam	PF13439.10	Glycosyltransferase Family 4	6.2e-29
AMXMAG_0088___3281	Pfam	PF13439.10	Glycosyltransferase Family 4	3.5e-19
AMXMAG_0088___3352	Pfam	PF13439.10	Glycosyltransferase Family 4	3.9e-18
AMXMAG_0088___3357	Pfam	PF13439.10	Glycosyltransferase Family 4	2.2e-17
AMXMAG_0088___2684	Pfam	PF13439.10	Glycosyltransferase Family 4	1.8e-15
AMXMAG_0088___2683	Pfam	PF13439.10	Glycosyltransferase Family 4	6e-12
AMXMAG_0088___2685	Pfam	PF13439.10	Glycosyltransferase Family 4	8.9e-09
AMXMAG_0088___3354	Pfam	PF13439.10	Glycosyltransferase Family 4	4.7e-08
AMXMAG_0088___3354	Pfam	PF13524.10	Glycosyl transferases group 1	4.1e-14
AMXMAG_0088___3281	Pfam	PF13524.10	Glycosyl transferases group 1	6.8e-12
AMXMAG_0088___3352	Pfam	PF13524.10	Glycosyl transferases group 1	5.4e-11
AMXMAG_0088___2684	Pfam	PF13524.10	Glycosyl transferases group 1	4.4e-09
AMXMAG_0088___3280	Pfam	PF13524.10	Glycosyl transferases group 1	1.1e-08
AMXMAG_0088___2405	Pfam	PF13524.10	Glycosyl transferases group 1	7.1e-07
AMXMAG_0088___3352	Pfam	PF13692.10	Glycosyl transferases group 1	1.9e-34
AMXMAG_0088___2684	Pfam	PF13692.10	Glycosyl transferases group 1	1.1e-27
AMXMAG_0088___2405	Pfam	PF13692.10	Glycosyl transferases group 1	2.2e-27
AMXMAG_0088___2683	Pfam	PF13692.10	Glycosyl transferases group 1	1.6e-23
AMXMAG_0088___3354	Pfam	PF13692.10	Glycosyl transferases group 1	9.6e-23
AMXMAG_0088___2685	Pfam	PF13692.10	Glycosyl transferases group 1	1.2e-21
AMXMAG_0088___3281	Pfam	PF13692.10	Glycosyl transferases group 1	3.4e-16
AMXMAG_0088___3357	Pfam	PF13692.10	Glycosyl transferases group 1	5.7e-16
AMXMAG_0088___3280	Pfam	PF13692.10	Glycosyl transferases group 1	5.9e-14
AMXMAG_0088___2405	Pfam	PF13477.10	Glycosyl transferase 4-like	1e-13
AMXMAG_0088___3352	Pfam	PF13477.10	Glycosyl transferase 4-like	2.7e-10
AMXMAG_0088___2405	Pfam	PF13579.10	Glycosyl transferase 4-like domain	7.4e-21
AMXMAG_0088___3357	Pfam	PF13579.10	Glycosyl transferase 4-like domain	8.3e-21
AMXMAG_0088___3281	Pfam	PF13579.10	Glycosyl transferase 4-like domain	8.8e-18
AMXMAG_0088___3352	Pfam	PF13579.10	Glycosyl transferase 4-like domain	9.9e-17
AMXMAG_0088___3354	Pfam	PF13579.10	Glycosyl transferase 4-like domain	3.1e-10
AMXMAG_0088___3114	Pfam	PF04101.20	Glycosyltransferase family 28 C-terminal domain	4.5e-21
AMXMAG_0088___2334	Pfam	PF00903.29	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	4.1e-11
AMXMAG_0088___2334	Pfam	PF13669.10	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	2.3e-21
AMXMAG_0088___3315	Pfam	PF10647.13	Lipoprotein LpqB beta-propeller domain	2.8e-11
AMXMAG_0088___3167	Pfam	PF00392.25	Bacterial regulatory proteins, gntR family	7.6e-19
AMXMAG_0088___2854	Pfam	PF00392.25	Bacterial regulatory proteins, gntR family	5.6e-16
AMXMAG_0088___2565	Pfam	PF07995.15	Glucose / Sorbosone dehydrogenase	5.6e-41
AMXMAG_0088___2683	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	7.7e-15
AMXMAG_0088___2684	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	3.4e-13
AMXMAG_0088___3352	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	1.4e-09
AMXMAG_0088___2405	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	5.9e-09
AMXMAG_0088___2685	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	8.2e-09
AMXMAG_0088___3280	Pfam	PF20706.1	Family 4 Glycosyltransferase in conflict systems	5.8e-08
AMXMAG_0088___3092	Pfam	PF01018.26	GTP1/OBG	1.1e-59
AMXMAG_0088___2990	Pfam	PF01227.26	GTP cyclohydrolase I	8.1e-65
AMXMAG_0088___3300	Pfam	PF00009.31	Elongation factor Tu GTP binding domain	4.3e-57
AMXMAG_0088___3072	Pfam	PF00009.31	Elongation factor Tu GTP binding domain	4.4e-52
AMXMAG_0088___3304	Pfam	PF00009.31	Elongation factor Tu GTP binding domain	1.5e-38
AMXMAG_0088___2394	Pfam	PF00009.31	Elongation factor Tu GTP binding domain	8.2e-10
AMXMAG_0088___3300	Pfam	PF03144.29	Elongation factor Tu domain 2	4.2e-13
AMXMAG_0088___3304	Pfam	PF03144.29	Elongation factor Tu domain 2	5.7e-11
AMXMAG_0088___3072	Pfam	PF03144.29	Elongation factor Tu domain 2	6.8e-10
AMXMAG_0088___2387	Pfam	PF12710.11	haloacid dehalogenase-like hydrolase	1.3e-11
AMXMAG_0088___2316	Pfam	PF13419.10	Haloacid dehalogenase-like hydrolase	9.3e-12
AMXMAG_0088___2387	Pfam	PF13419.10	Haloacid dehalogenase-like hydrolase	7.6e-11
AMXMAG_0088___2971	Pfam	PF00672.29	HAMP domain	7.6e-16
AMXMAG_0088___2935	Pfam	PF00672.29	HAMP domain	2.7e-14
AMXMAG_0088___3317	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2.6e-34
AMXMAG_0088___2572	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	6.8e-32
AMXMAG_0088___2662	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.9e-31
AMXMAG_0088___2935	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	8.7e-31
AMXMAG_0088___3405	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	5.2e-28
AMXMAG_0088___3399	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	5.3e-28
AMXMAG_0088___2858	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	6.5e-27
AMXMAG_0088___3413	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.1e-24
AMXMAG_0088___2625	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4e-23
AMXMAG_0088___3403	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	8.5e-22
AMXMAG_0088___3404	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3.6e-21
AMXMAG_0088___2788	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.6e-19
AMXMAG_0088___3313	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.1e-18
AMXMAG_0088___3293	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3.6e-10
AMXMAG_0088___3086	Pfam	PF02518.30	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.1e-07
AMXMAG_0088___3086	Pfam	PF13581.10	Histidine kinase-like ATPase domain	6.7e-28
AMXMAG_0088___3293	Pfam	PF13589.10	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.6e-12
AMXMAG_0088___3131	Pfam	PF13589.10	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1.6e-11
AMXMAG_0088___2971	Pfam	PF01966.26	HD domain	3.5e-23
AMXMAG_0088___3410	Pfam	PF01966.26	HD domain	5.2e-16
AMXMAG_0088___2971	Pfam	PF13487.10	HD domain	1.5e-41
AMXMAG_0088___3410	Pfam	PF13487.10	HD domain	8.1e-28
AMXMAG_0088___2643	Pfam	PF02985.26	HEAT repeat	1.8e-08
AMXMAG_0088___3114	Pfam	PF02985.26	HEAT repeat	8.1e-08
AMXMAG_0088___2643	Pfam	PF13646.10	HEAT repeats	1.4e-13
AMXMAG_0088___3114	Pfam	PF13646.10	HEAT repeats	2.5e-13
AMXMAG_0088___2435	Pfam	PF00271.35	Helicase conserved C-terminal domain	1.2e-18
AMXMAG_0088___3333	Pfam	PF00271.35	Helicase conserved C-terminal domain	1.4e-16
AMXMAG_0088___2357	Pfam	PF13307.10	Helicase C-terminal domain	9.2e-34
AMXMAG_0088___3212	Pfam	PF01814.27	Hemerythrin HHE cation binding domain	1.1e-16
AMXMAG_0088___2965	Pfam	PF06969.20	HemN C-terminal domain	3.2e-08
AMXMAG_0088___3146	Pfam	PF05168.18	HEPN domain	5.9e-18
AMXMAG_0088___3436	Pfam	PF01934.21	Ribonuclease HepT-like	2e-19
AMXMAG_0088___3340	Pfam	PF00132.28	Bacterial transferase hexapeptide (six repeats)	8.4e-26
AMXMAG_0088___2975	Pfam	PF00132.28	Bacterial transferase hexapeptide (six repeats)	5.6e-18
AMXMAG_0088___3344	Pfam	PF00132.28	Bacterial transferase hexapeptide (six repeats)	8.3e-15
AMXMAG_0088___3013	Pfam	PF00132.28	Bacterial transferase hexapeptide (six repeats)	6.6e-13
AMXMAG_0088___3344	Pfam	PF14602.10	Hexapeptide repeat of succinyl-transferase	8.8e-10
AMXMAG_0088___3340	Pfam	PF14602.10	Hexapeptide repeat of succinyl-transferase	1.1e-09
AMXMAG_0088___3013	Pfam	PF14602.10	Hexapeptide repeat of succinyl-transferase	3e-09
AMXMAG_0088___2760	Pfam	PF17209.7	Hfq protein	4.5e-19
AMXMAG_0088___2742	Pfam	PF07786.16	Heparan-alpha-glucosaminide N-acetyltransferase, catalytic	4e-07
AMXMAG_0088___2974	Pfam	PF03129.24	Anticodon binding domain	2.7e-12
AMXMAG_0088___2635	Pfam	PF14520.10	Helix-hairpin-helix domain	7.8e-09
AMXMAG_0088___2421	Pfam	PF03486.18	HI0933-like protein	3.4e-08
AMXMAG_0088___3088	Pfam	PF03486.18	HI0933-like protein	2.4e-07
AMXMAG_0088___2509	Pfam	PF07927.16	HicA toxin of bacterial toxin-antitoxin, 	3.4e-11
AMXMAG_0088___2701	Pfam	PF07927.16	HicA toxin of bacterial toxin-antitoxin, 	4e-10
AMXMAG_0088___3369	Pfam	PF15919.9	HicB_like antitoxin of bacterial toxin-antitoxin system	2.8e-12
AMXMAG_0088___3041	Pfam	PF15919.9	HicB_like antitoxin of bacterial toxin-antitoxin system	4.3e-08
AMXMAG_0088___2825	Pfam	PF01634.22	ATP phosphoribosyltransferase	1.9e-43
AMXMAG_0088___2935	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	8.1e-23
AMXMAG_0088___3317	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	4.2e-21
AMXMAG_0088___2662	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.1e-18
AMXMAG_0088___3403	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	6.6e-17
AMXMAG_0088___3404	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.5e-15
AMXMAG_0088___3399	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	2.3e-15
AMXMAG_0088___2572	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.1e-14
AMXMAG_0088___3413	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	9.4e-14
AMXMAG_0088___2858	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	2.4e-12
AMXMAG_0088___3405	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.1e-11
AMXMAG_0088___2788	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.5e-09
AMXMAG_0088___2625	Pfam	PF00512.29	His Kinase A (phospho-acceptor) domain	1.1e-07
AMXMAG_0088___2826	Pfam	PF00815.24	Histidinol dehydrogenase	2.2e-112
AMXMAG_0088___2360	Pfam	PF00850.23	Histone deacetylase domain	1.8e-89
AMXMAG_0088___2831	Pfam	PF00977.25	Histidine biosynthesis protein	1.4e-76
AMXMAG_0088___2830	Pfam	PF00977.25	Histidine biosynthesis protein	3.9e-63
AMXMAG_0088___3216	Pfam	PF00300.26	Histidine phosphatase superfamily (branch 1)	6.3e-38
AMXMAG_0088___3314	Pfam	PF01230.27	HIT domain	7.2e-28
AMXMAG_0088___3467	Pfam	PF13437.10	HlyD family secretion protein	9.4e-25
AMXMAG_0088___2474	Pfam	PF13437.10	HlyD family secretion protein	1.8e-24
AMXMAG_0088___3178	Pfam	PF13437.10	HlyD family secretion protein	1.1e-21
AMXMAG_0088___2663	Pfam	PF13437.10	HlyD family secretion protein	3.9e-20
AMXMAG_0088___2942	Pfam	PF13437.10	HlyD family secretion protein	9.8e-19
AMXMAG_0088___2927	Pfam	PF13437.10	HlyD family secretion protein	2.7e-17
AMXMAG_0088___2541	Pfam	PF13437.10	HlyD family secretion protein	6.6e-17
AMXMAG_0088___2627	Pfam	PF13437.10	HlyD family secretion protein	1.9e-12
AMXMAG_0088___2770	Pfam	PF13437.10	HlyD family secretion protein	6.9e-09
AMXMAG_0088___3035	Pfam	PF13437.10	HlyD family secretion protein	7e-06
AMXMAG_0088___3178	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	5.9e-74
AMXMAG_0088___3467	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	3.8e-49
AMXMAG_0088___2541	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1.2e-29
AMXMAG_0088___2474	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	8.6e-28
AMXMAG_0088___2663	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	3.2e-24
AMXMAG_0088___2927	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1.7e-21
AMXMAG_0088___2942	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	2e-20
AMXMAG_0088___2627	Pfam	PF16576.9	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1.6e-15
AMXMAG_0088___2517	Pfam	PF03006.24	Haemolysin-III related	1.5e-41
AMXMAG_0088___2639	Pfam	PF00403.30	Heavy-metal-associated domain	2.7e-16
AMXMAG_0088___3178	Pfam	PF19335.3	Heavy metal binding domain	2e-11
AMXMAG_0088___2769	Pfam	PF00682.23	HMGL-like	4.1e-43
AMXMAG_0088___2363	Pfam	PF00011.25	Hsp20/alpha crystallin family	9.8e-19
AMXMAG_0088___3105	Pfam	PF00012.24	Hsp70 protein	7.7e-265
AMXMAG_0088___2369	Pfam	PF12728.11	Helix-turn-helix domain	6.3e-11
AMXMAG_0088___2550	Pfam	PF12728.11	Helix-turn-helix domain	1.3e-08
AMXMAG_0088___3225	Pfam	PF12840.11	Helix-turn-helix domain	6.1e-14
AMXMAG_0088___2845	Pfam	PF12840.11	Helix-turn-helix domain	2.5e-13
AMXMAG_0088___3224	Pfam	PF12840.11	Helix-turn-helix domain	1.3e-11
AMXMAG_0088___3184	Pfam	PF12840.11	Helix-turn-helix domain	1.8e-07
AMXMAG_0088___2476	Pfam	PF13384.10	Homeodomain-like domain	5.2e-08
AMXMAG_0088___2508	Pfam	PF13384.10	Homeodomain-like domain	1.5e-07
AMXMAG_0088___3095	Pfam	PF13384.10	Homeodomain-like domain	8.1e-07
AMXMAG_0088___2845	Pfam	PF13412.10	Winged helix-turn-helix DNA-binding	1.9e-08
AMXMAG_0088___2371	Pfam	PF13412.10	Winged helix-turn-helix DNA-binding	1.6e-06
AMXMAG_0088___3224	Pfam	PF13412.10	Winged helix-turn-helix DNA-binding	2.2e-06
AMXMAG_0088___2839	Pfam	PF13413.10	Helix-turn-helix domain	6.3e-21
AMXMAG_0088___3202	Pfam	PF13463.10	Winged helix DNA-binding domain	2.7e-09
AMXMAG_0088___3283	Pfam	PF13463.10	Winged helix DNA-binding domain	6.2e-08
AMXMAG_0088___2508	Pfam	PF13518.10	Helix-turn-helix domain	2.4e-07
AMXMAG_0088___2839	Pfam	PF13560.10	Helix-turn-helix domain	7.2e-08
AMXMAG_0088___2854	Pfam	PF13730.10	Helix-turn-helix domain	3.6e-07
AMXMAG_0088___2371	Pfam	PF13936.10	Helix-turn-helix domain	4.2e-09
AMXMAG_0088___3224	Pfam	PF01022.24	Bacterial regulatory protein, arsR family	6.5e-18
AMXMAG_0088___3225	Pfam	PF01022.24	Bacterial regulatory protein, arsR family	2.1e-13
AMXMAG_0088___2845	Pfam	PF01022.24	Bacterial regulatory protein, arsR family	4.6e-09
AMXMAG_0088___2477	Pfam	PF21320.1	Rv2258c-like winged HTH domain	2.6e-35
AMXMAG_0088___3406	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	3.1e-16
AMXMAG_0088___2859	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	7.8e-15
AMXMAG_0088___2335	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	8.5e-14
AMXMAG_0088___3059	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	3.7e-13
AMXMAG_0088___2939	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	6.3e-13
AMXMAG_0088___3409	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	1.9e-12
AMXMAG_0088___3255	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	2.9e-12
AMXMAG_0088___3095	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	4.6e-12
AMXMAG_0088___2367	Pfam	PF02954.23	Bacterial regulatory protein, Fis family	2.3e-10
AMXMAG_0088___2921	Pfam	PF13545.10	Crp-like helix-turn-helix domain	5.4e-17
AMXMAG_0088___2758	Pfam	PF13545.10	Crp-like helix-turn-helix domain	3.5e-16
AMXMAG_0088___3202	Pfam	PF09339.14	IclR helix-turn-helix domain	4.6e-09
AMXMAG_0088___2845	Pfam	PF09339.14	IclR helix-turn-helix domain	1.1e-08
AMXMAG_0088___2777	Pfam	PF18291.5	HU domain fused to wHTH, Ig, or Glycine-rich motif	1.2e-08
AMXMAG_0088___3188	Pfam	PF01455.22	HupF/HypC family	1.8e-28
AMXMAG_0088___2639	Pfam	PF00702.30	haloacid dehalogenase-like hydrolase	1.8e-27
AMXMAG_0088___2472	Pfam	PF00702.30	haloacid dehalogenase-like hydrolase	2.3e-19
AMXMAG_0088___2316	Pfam	PF00702.30	haloacid dehalogenase-like hydrolase	2.9e-17
AMXMAG_0088___2387	Pfam	PF00702.30	haloacid dehalogenase-like hydrolase	2.5e-14
AMXMAG_0088___2850	Pfam	PF00702.30	haloacid dehalogenase-like hydrolase	2.8e-09
AMXMAG_0088___2513	Pfam	PF08282.16	haloacid dehalogenase-like hydrolase	1.9e-22
AMXMAG_0088___3281	Pfam	PF08282.16	haloacid dehalogenase-like hydrolase	7.3e-14
AMXMAG_0088___2850	Pfam	PF08282.16	haloacid dehalogenase-like hydrolase	1.1e-07
AMXMAG_0088___2804	Pfam	PF12146.12	Serine aminopeptidase, S33	1e-16
AMXMAG_0088___2879	Pfam	PF12146.12	Serine aminopeptidase, S33	4.7e-15
AMXMAG_0088___3061	Pfam	PF12146.12	Serine aminopeptidase, S33	1.8e-14
AMXMAG_0088___3319	Pfam	PF12146.12	Serine aminopeptidase, S33	5.5e-12
AMXMAG_0088___3042	Pfam	PF12146.12	Serine aminopeptidase, S33	6.7e-10
AMXMAG_0088___2802	Pfam	PF12146.12	Serine aminopeptidase, S33	1.2e-09
AMXMAG_0088___2800	Pfam	PF12146.12	Serine aminopeptidase, S33	1.8e-09
AMXMAG_0088___3431	Pfam	PF12146.12	Serine aminopeptidase, S33	2.5e-09
AMXMAG_0088___3029	Pfam	PF12146.12	Serine aminopeptidase, S33	4.8e-08
AMXMAG_0088___3454	Pfam	PF12146.12	Serine aminopeptidase, S33	5.9e-08
AMXMAG_0088___2387	Pfam	PF13242.10	HAD-hyrolase-like	3.9e-15
AMXMAG_0088___2316	Pfam	PF13242.10	HAD-hyrolase-like	3.1e-09
AMXMAG_0088___3187	Pfam	PF01924.20	Hydrogenase formation hypA family	1.9e-149
AMXMAG_0088___2964	Pfam	PF03030.20	Inorganic H+ pyrophosphatase	2e-262
AMXMAG_0088___2516	Pfam	PF03030.20	Inorganic H+ pyrophosphatase	9.7e-240
AMXMAG_0088___3304	Pfam	PF11987.12	Translation-initiation factor 2	5.9e-44
AMXMAG_0088___3074	Pfam	PF01008.21	Initiation factor 2 subunit family	5.1e-63
AMXMAG_0088___3304	Pfam	PF04760.19	Translation initiation factor IF-2, N-terminal region	6.7e-09
